timestamp,symbol,action,shares,price,value,commission,cash_after,entry_price,pnl
2020-11-16 05:00:00+00:00,AAPL,BUY,41.53850307696463,120.37024999999996,5000.0,0.005,94999.995,,
2020-11-16 05:00:00+00:00,MSFT,BUY,21.82428595642044,217.64742999999996,4749.99975,0.005,90249.99025,,
2020-11-16 05:00:00+00:00,GOOGL,BUY,2.5409876056045135,1775.884109999999,4512.4995125000005,0.005,85737.4857375,,
2020-11-16 05:00:00+00:00,AMZN,BUY,1.368537476250375,3132.449319999998,4286.8742868750005,0.005,81450.606450625,,
2020-11-16 05:00:00+00:00,META,BUY,14.589098363648219,279.14887000000004,4072.53032253125,0.005,77378.07112809375,,
2020-11-16 05:00:00+00:00,NVDA,BUY,7.146626452214788,541.36082,3868.903556404688,0.005,73509.16257168907,,
2020-11-16 05:00:00+00:00,JPM,BUY,31.30252636182618,117.41730000000001,3675.458128584454,0.005,69833.69944310462,,
2020-11-16 05:00:00+00:00,GS,BUY,15.688923360603829,222.55733499999994,3491.684972155231,0.005,66342.00947094939,,
2020-11-16 05:00:00+00:00,JNJ,BUY,21.957240172678294,151.07092000000003,3317.1004735474694,0.005,63024.90399740192,,
2020-11-16 05:00:00+00:00,UNH,BUY,8.824873441446835,357.08672999999993,3151.2451998700963,0.005,59873.65379753182,,
2020-11-16 05:00:00+00:00,KO,BUY,55.5374558566149,53.903850000000006,2993.682689876591,0.005,56879.96610765523,,
2020-11-16 05:00:00+00:00,PG,BUY,19.96737049852083,142.43228999999994,2843.998305382762,0.005,54035.962802272465,,
2020-11-16 05:00:00+00:00,WMT,BUY,17.712948162964643,152.53237999999993,2701.7981401136235,0.005,51334.15966215884,,
2020-11-16 05:00:00+00:00,CAT,BUY,14.819070908331925,173.20303000000004,2566.7079831079423,0.005,48767.446679050896,,
2020-11-16 05:00:00+00:00,BA,BUY,12.037637861014971,202.56236000000004,2438.372333952545,0.005,46329.06934509835,,
2020-11-16 05:00:00+00:00,XOM,BUY,60.62717652415484,38.20817,2316.4534672549175,0.005,44012.610877843435,,
2020-11-16 05:00:00+00:00,CVX,BUY,24.704260161595588,89.07899,2200.6305438921718,0.005,41811.97533395126,,
2020-11-16 05:00:00+00:00,LIN,BUY,8.182535090272376,255.49524000000005,2090.598766697563,0.005,39721.3715672537,,
2020-11-17 05:00:00+00:00,AAPL,BUY,16.621299270074694,119.48937000000001,1986.0685783626852,0.005,37735.29798889101,,
2020-11-17 05:00:00+00:00,MSFT,BUY,8.787729122220735,214.70449,1886.7648994445506,0.005,35848.52808944646,,
2020-11-17 05:00:00+00:00,GOOGL,BUY,1.0164479914987112,1763.4216599999997,1792.426404472323,0.005,34056.09668497414,,
2020-11-17 05:00:00+00:00,AMZN,BUY,0.5424576298241632,3139.055919999998,1702.804834248707,0.005,32353.28685072543,,
2020-11-17 05:00:00+00:00,META,BUY,5.878249287945695,275.19491999999985,1617.6643425362718,0.005,30735.61750818916,,
